source_global,target_global,rel,weight,support_count,doc_ids,weight_raw_meta
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:53,META_LINK,1.8548800146394313,26,3178397_CIA-RDP79T00975A003400060001-7,5.390931386408813
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:54,META_LINK,1.4442687424504164,12,3161871_CIA-RDP79T00975A002800070001-3,3.238751390279306
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:6,META_LINK,7.059865643328191,3022,2000168_CIA-RDP79T00975A005500040001-6;2000171_CIA-RDP79T00975A005500080001-2;2000183_CIA-RDP79T00975A005500230001-5;2000184_CIA-RDP79T00975A005500240001-4;2000186_CIA-RDP79T00975A005500280001-0;2000187_CIA-RDP79T00975A005500290001-9;2000189_CIA-RDP79T00975A005500310001-6;2000192_CIA-RDP79T00975A005500340001-3;2000193_CIA-RDP79T00975A005500350001-2;2000196_CIA-RDP79T00975A005500380001-9;2000197_CIA-RDP79T00975A005500390001-8;2001967_CIA-RDP79T00975A005600090001-0;2001968_CIA-RDP79T00975A005600110001-7;2001970_CIA-RDP79T00975A005600170001-1;2001971_CIA-RDP79T00975A005600210001-6;2001972_CIA-RDP79T00975A005600240001-3;2001974_CIA-RDP79T00975A005600280001-9;2001975_CIA-RDP79T00975A005600290001-8;2001978_CIA-RDP79T00975A005600330001-3;2001979_CIA-RDP79T00975A005600350001-1;2001980_CIA-RDP79T00975A005600360001-0;2001981_CIA-RDP79T00975A005600370001-9;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5;2001986_CIA-RDP79T00975A005600420001-3;2001988_CIA-RDP79T00975A005600440001-1;2001989_CIA-RDP79T00975A005600450001-0;2001990_CIA-RDP79T00975A005600460001-9;2001991_CIA-RDP79T00975A005600480001-7,1163.2887253054735
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:60,META_LINK,1.7341694195136148,18,3029886_CIA-RDP79T00975A004700430001-2,4.664221257845602
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:62,META_LINK,1.3207025702632158,16,2977765_CIA-RDP79T00975A004900240001-1,2.7460523179053222
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:64,META_LINK,1.5767397843727506,24,3000849_CIA-RDP79T00975A001700290001-1;3150415_CIA-RDP79T00975A003000350001-9,3.8391533820922628
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:65,META_LINK,1.3191600180160006,16,2058867_CIA-RDP79T00975A001500500001-9;3006392_CIA-RDP79T00975A001500610001-7,2.740278290998168
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:66,META_LINK,2.173135817319757,35,2020912_CIA-RDP79T00975A001500180001-5;3017439_CIA-RDP79T00975A001900100001-9,7.7857915262109305
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:67,META_LINK,1.4719078032247055,15,3163332_CIA-RDP79T00975A004500030001-8,3.3575405459098304
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:69,META_LINK,1.4442687424504164,12,2051068_CIA-RDP79T00975A000700500001-8,3.238751390279306
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:7,META_LINK,6.721519219258713,2492,2000174_CIA-RDP79T00975A005500130001-6;2000181_CIA-RDP79T00975A005500210001-7;2000183_CIA-RDP79T00975A005500230001-5;2000194_CIA-RDP79T00975A005500360001-1;2001977_CIA-RDP79T00975A005600320001-4;2001996_CIA-RDP79T00975A000300160001-0;2003044_CIA-RDP79T00975A000100470001-8;2003048_CIA-RDP79T00975A000100560001-8;2003050_CIA-RDP79T00975A000100600001-3;2003053_CIA-RDP79T00975A000200090001-9;2003054_CIA-RDP79T00975A000200100001-7;2003056_CIA-RDP79T00975A000200130001-4;2003062_CIA-RDP79T00975A000200250001-1;2003064_CIA-RDP79T00975A000200300001-5;2003065_CIA-RDP79T00975A000200380001-7;2003072_CIA-RDP79T00975A000200500001-3;2003074_CIA-RDP79T00975A000200530001-0;2003076_CIA-RDP79T00975A000200550001-8;2008384_CIA-RDP79T00975A000400260001-8;2008390_CIA-RDP79T00975A000400590001-2;2008394_CIA-RDP79T00975A000500040001-1;2008398_CIA-RDP79T00975A000500100001-4;2008407_CIA-RDP79T00975A000500200001-3;2008408_CIA-RDP79T00975A000500210001-2;2014432_CIA-RDP79T00975A000300660001-5;2018013_CIA-RDP79T00975A000900360001-2;2018022_CIA-RDP79T00975A001600130001-9;2020562_CIA-RDP79T00975A000700020001-1;2020563_CIA-RDP79T00975A000700040001-9;2020581_CIA-RDP79T00975A001200180001-8,829.0776239580783
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:76,META_LINK,1.5727258206703796,25,260604_CIA-RDP79T00975A003900030001-5;3029877_CIA-RDP79T00975A004600230001-5,3.819768127947361
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:78,META_LINK,1.6388768144795642,17,3007367_CIA-RDP79T00975A004800490001-5,4.1493825510070526
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:8,META_LINK,6.312364973458684,1976,2000181_CIA-RDP79T00975A005500210001-7;2000182_CIA-RDP79T00975A005500220001-6;2000185_CIA-RDP79T00975A005500250001-3;2000188_CIA-RDP79T00975A005500300001-7;2000196_CIA-RDP79T00975A005500380001-9;2001974_CIA-RDP79T00975A005600280001-9;2001976_CIA-RDP79T00975A005600310001-5;2001982_CIA-RDP79T00975A005600380001-8;2001983_CIA-RDP79T00975A005600390001-7;2001984_CIA-RDP79T00975A005600400001-5;2001992_CIA-RDP79T00975A005700030001-5;2001998_CIA-RDP79T00975A000300300001-4;2003067_CIA-RDP79T00975A000200400001-4;2003082_CIA-RDP79T00975A000300120001-4;2020573_CIA-RDP79T00975A000900650001-0;2020581_CIA-RDP79T00975A001200180001-8;2020582_CIA-RDP79T00975A001200220001-3;2026614_CIA-RDP79T00975A005600020001-7;2026617_CIA-RDP79T00975A005600070001-2;2026916_CIA-RDP79T00975A001000280001-9;2026918_CIA-RDP79T00975A001000550001-9;2026943_CIA-RDP79T00975A001500470001-3;2027252_CIA-RDP79T00975A001800110001-9;2027257_CIA-RDP79T00975A002200320001-1;2046527_CIA-RDP79T00975A000500300001-2;2049781_CIA-RDP79T00975A005700100001-7;2049784_CIA-RDP79T00975A005700130001-4;2049786_CIA-RDP79T00975A005700160001-1;2049789_CIA-RDP79T00975A005700220001-4;2049801_CIA-RDP79T00975A005700420001-2,550.3473299584563
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:81,META_LINK,1.787332984952657,20,2740747_CIA-RDP79T00975A000300280001-7,4.973499789001143
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:84,META_LINK,1.308523717981157,10,2001990_CIA-RDP79T00975A005600460001-9;2989920_CIA-RDP79T00975A004700050001-4,2.7007063912469293
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:9,META_LINK,7.1527091974262484,2890,2000179_CIA-RDP79T00975A005500190001-0;2000180_CIA-RDP79T00975A005500200001-8;2000181_CIA-RDP79T00975A005500210001-7;2000186_CIA-RDP79T00975A005500280001-0;2000188_CIA-RDP79T00975A005500300001-7;2001985_CIA-RDP79T00975A005600410001-4;2001997_CIA-RDP79T00975A000300250001-0;2002000_CIA-RDP79T00975A000300420001-1;2003050_CIA-RDP79T00975A000100600001-3;2003059_CIA-RDP79T00975A000200180001-9;2003062_CIA-RDP79T00975A000200250001-1;2003068_CIA-RDP79T00975A000200450001-9;2008406_CIA-RDP79T00975A000500190001-5;2008408_CIA-RDP79T00975A000500210001-2;2008410_CIA-RDP79T00975A001000080001-1;2014429_CIA-RDP79T00975A000100500001-4;2014437_CIA-RDP79T00975A000300370001-7;2016346_CIA-RDP79T00975A000600440001-6;2020566_CIA-RDP79T00975A000900160001-4;2020911_CIA-RDP79T00975A001400380001-4;2026918_CIA-RDP79T00975A001000550001-9;2038287_CIA-RDP79T00975A004600250001-3;2046524_CIA-RDP79T00975A000500270001-6;2046525_CIA-RDP79T00975A000500280001-5;2046538_CIA-RDP79T00975A000500440001-7;2049784_CIA-RDP79T00975A005700130001-4;2049787_CIA-RDP79T00975A005700180001-9;2049792_CIA-RDP79T00975A005700330001-2;2049793_CIA-RDP79T00975A005700340001-1;2049796_CIA-RDP79T00975A005700370001-8,1276.5624397834372
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:90,META_LINK,1.7795658209157883,15,3193807_CIA-RDP79T00975A002700160001-4,4.9272823578039295
LEVEL1_COMMUNITY:0,LEVEL1_COMMUNITY:93,META_LINK,1.3168677939257563,15,3015167_CIA-RDP79T00975A002600210001-9;3019093_CIA-RDP79T00975A002300100001-4,2.7317145537474357
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:10,META_LINK,3.276656761756206,79,2000198_CIA-RDP79T00975A005500400001-6;2020903_CIA-RDP79T00975A001200390001-5;2049792_CIA-RDP79T00975A005700330001-2;2049795_CIA-RDP79T00975A005700360001-9;2730352_CIA-RDP79T00975A000400280001-5;2977775_CIA-RDP79T00975A005000340001-8;2977783_CIA-RDP79T00975A005300270001-3;2977787_CIA-RDP79T00975A005300330001-6;2985838_CIA-RDP79T00975A004500140001-6;3003308_CIA-RDP79T00975A004400330001-6;3003774_CIA-RDP79T00975A001400170001-7;3015177_CIA-RDP79T00975A002600350001-4;3031261_CIA-RDP79T00975A004900100001-6;3153738_CIA-RDP79T00975A004400470001-1;3160429_CIA-RDP79T00975A003000230001-2;3161759_CIA-RDP79T00975A003000520001-0;3161987_CIA-RDP79T00975A002900400001-5;3163337_CIA-RDP79T00975A004500190001-1;3172225_CIA-RDP79T00975A004900300001-4;3172230_CIA-RDP79T00975A004900360001-8;3172661_CIA-RDP79T00975A005200430001-6;3174709_CIA-RDP79T00975A005400230001-6;3177799_CIA-RDP79T00975A003600420001-5;3178393_CIA-RDP79T00975A003300470001-3;3185134_CIA-RDP79T00975A005200060001-7;3189341_CIA-RDP79T00975A005100450001-5;3189345_CIA-RDP79T00975A005100500001-9;3190724_CIA-RDP79T00975A004600060001-4,25.487071916769693
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:11,META_LINK,3.920080365373788,155,2000179_CIA-RDP79T00975A005500190001-0;2000184_CIA-RDP79T00975A005500240001-4;2003050_CIA-RDP79T00975A000100600001-3;2003071_CIA-RDP79T00975A000200490001-5;2008390_CIA-RDP79T00975A000400590001-2;2018011_CIA-RDP79T00975A000900340001-4;2020557_CIA-RDP79T00975A000400300001-3;2064612_CIA-RDP79T00975A000900540001-2;2066864_CIA-RDP79T00975A003500290001-1;2692623_CIA-RDP79T00975A000600520001-7;2733119_CIA-RDP79T00975A000200050001-3;2739319_CIA-RDP79T00975A000400550001-6;2740741_CIA-RDP79T00975A000300170001-9;2869425_CIA-RDP79T00975A001300230001-1;2887896_CIA-RDP79T00975A001200030001-4;2977772_CIA-RDP79T00975A005000310001-1;2977802_CIA-RDP79T00975A005400010001-0;2985838_CIA-RDP79T00975A004500140001-6;2989473_CIA-RDP79T00975A002300540001-5;2995612_CIA-RDP79T00975A002500310001-9;3000908_CIA-RDP79T00975A001700300001-9;3003298_CIA-RDP79T00975A003100350001-8;3007363_CIA-RDP79T00975A004800430001-1;3009173_CIA-RDP79T00975A001800300001-8;3009178_CIA-RDP79T00975A001800360001-2;3015166_CIA-RDP79T00975A002600200001-0;3015195_CIA-RDP79T00975A003500360001-3;3015200_CIA-RDP79T00975A003500430001-5;3015204_CIA-RDP79T00975A003500490001-9;3150405_CIA-RDP79T00975A003400050001-8,49.404495391411515
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:12,META_LINK,3.8037831928061623,152,2000179_CIA-RDP79T00975A005500190001-0;2001968_CIA-RDP79T00975A005600110001-7;2001979_CIA-RDP79T00975A005600350001-1;2001981_CIA-RDP79T00975A005600370001-9;2001987_CIA-RDP79T00975A005600430001-2;2001995_CIA-RDP79T00975A005700060001-2;2001998_CIA-RDP79T00975A000300300001-4;2003071_CIA-RDP79T00975A000200490001-5;2003072_CIA-RDP79T00975A000200500001-3;2014438_CIA-RDP79T00975A000300410001-2;2018012_CIA-RDP79T00975A000900350001-3;2020561_CIA-RDP79T00975A000700010001-2;2020584_CIA-RDP79T00975A001200260001-9;2046541_CIA-RDP79T00975A000500480001-3;2049790_CIA-RDP79T00975A005700230001-3;2058873_CIA-RDP79T00975A005400150001-5;2064607_CIA-RDP79T00975A000900280001-1;2066861_CIA-RDP79T00975A003400380001-2;2066873_CIA-RDP79T00975A005400430001-4;2684301_CIA-RDP79T00975A000700130001-8;2685622_CIA-RDP79T00975A000700460001-3;2692611_CIA-RDP79T00975A000600260001-6;2692621_CIA-RDP79T00975A000600450001-5;2733128_CIA-RDP79T00975A000200270001-9;2733137_CIA-RDP79T00975A000200440001-0;2739459_CIA-RDP79T00975A000300500001-2;2740735_CIA-RDP79T00975A000300050001-2;2872270_CIA-RDP79T00975A001200610001-0;2893558_CIA-RDP79T00975A001100240001-2;2899762_CIA-RDP79T00975A001100270001-9,43.87061799061152
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:13,META_LINK,4.0846561839983995,173,2000189_CIA-RDP79T00975A005500310001-6;2046532_CIA-RDP79T00975A000500360001-6;2049783_CIA-RDP79T00975A005700120001-5;2066861_CIA-RDP79T00975A003400380001-2;2066864_CIA-RDP79T00975A003500290001-1;2066865_CIA-RDP79T00975A003500470001-1;2692608_CIA-RDP79T00975A000600170001-6;2692622_CIA-RDP79T00975A000600480001-2;2733133_CIA-RDP79T00975A000200350001-0;2739451_CIA-RDP79T00975A000300310001-3;2740733_CIA-RDP79T00975A000300010001-6;2745277_CIA-RDP79T00975A000300650001-6;2977784_CIA-RDP79T00975A005300280001-2;2977791_CIA-RDP79T00975A005300380001-1;2985835_CIA-RDP79T00975A003700360001-1;2988538_CIA-RDP79T00975A003400460001-3;2989047_CIA-RDP79T00975A001800660001-9;2989742_CIA-RDP79T00975A005500490001-7;2995589_CIA-RDP79T00975A002500050001-8;2995609_CIA-RDP79T00975A002500280001-3;3000938_CIA-RDP79T00975A001700640001-2;3001360_CIA-RDP79T00975A001600180001-4;3002529_CIA-RDP79T00975A001600030001-0;3003283_CIA-RDP79T00975A001900280001-0;3003295_CIA-RDP79T00975A003100020001-4;3006396_CIA-RDP79T00975A001700020001-0;3015170_CIA-RDP79T00975A002600270001-3;3015177_CIA-RDP79T00975A002600350001-4;3015183_CIA-RDP79T00975A002800150001-4;3031313_CIA-RDP79T00975A004800050001-3,58.4215041747754
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:14,META_LINK,3.6971477880276336,143,2003082_CIA-RDP79T00975A000300120001-4;2008392_CIA-RDP79T00975A000500020001-3;2014429_CIA-RDP79T00975A000100500001-4;2016345_CIA-RDP79T00975A000600360001-5;2016348_CIA-RDP79T00975A000700200001-1;2018009_CIA-RDP79T00975A000900270001-2;2020583_CIA-RDP79T00975A001200240001-1;2020904_CIA-RDP79T00975A001300330001-0;2026953_CIA-RDP79T00975A001700120001-9;2046548_CIA-RDP79T00975A000500600001-9;2050130_CIA-RDP79T00975A001000540001-0;2059477_CIA-RDP79T00975A001200640001-7;2064601_CIA-RDP79T00975A000700430001-6;2623665_CIA-RDP79T00975A000500410001-0;2623671_CIA-RDP79T00975A000600140001-9;2623672_CIA-RDP79T00975A000600150001-8;2692621_CIA-RDP79T00975A000600450001-5;2692628_CIA-RDP79T00975A000600570001-2;2692631_CIA-RDP79T00975A000600600001-8;2693978_CIA-RDP79T00975A000900330001-5;2739302_CIA-RDP79T00975A000400360001-7;2739318_CIA-RDP79T00975A000400540001-7;2745282_CIA-RDP79T00975A000300710001-9;2870932_CIA-RDP79T00975A001500260001-6;2887895_CIA-RDP79T00975A001200020001-5;2929520_CIA-RDP79T00975A001100580001-5;2929526_CIA-RDP79T00975A001100640001-8;2977772_CIA-RDP79T00975A005000310001-1;2980788_CIA-RDP79T00975A001400680001-1;2993964_CIA-RDP79T00975A001400310001-1,39.332104439714705
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:15,META_LINK,3.1601388349722237,70,2003073_CIA-RDP79T00975A000200510001-2;2014431_CIA-RDP79T00975A000300560001-6;2014435_CIA-RDP79T00975A000300340001-0;2046535_CIA-RDP79T00975A000500400001-1;2046544_CIA-RDP79T00975A000500510001-9;2049783_CIA-RDP79T00975A005700120001-5;2051072_CIA-RDP79T00975A000900080001-3;2064588_CIA-RDP79T00975A000700060001-7;2745271_CIA-RDP79T00975A000300590001-3;2872240_CIA-RDP79T00975A001200690001-2;2872257_CIA-RDP79T00975A001200470001-6;2872258_CIA-RDP79T00975A001200480001-5;2977783_CIA-RDP79T00975A005300270001-3;2993995_CIA-RDP79T00975A001500060001-8;3000844_CIA-RDP79T00975A001700240001-6;3002331_CIA-RDP79T00975A002200400001-2;3003312_CIA-RDP79T00975A004400380001-1;3015195_CIA-RDP79T00975A003500360001-3;3017641_CIA-RDP79T00975A001800050001-6;3017653_CIA-RDP79T00975A001800180001-2;3153702_CIA-RDP79T00975A003100470001-5;3153739_CIA-RDP79T00975A004400480001-0;3156602_CIA-RDP79T00975A003600010001-0;3172662_CIA-RDP79T00975A005200440001-5;3172679_CIA-RDP79T00975A005500480001-8;3177770_CIA-RDP79T00975A003600020001-9;3177774_CIA-RDP79T00975A003600070001-4;3177798_CIA-RDP79T00975A003600410001-6;3185119_CIA-RDP79T00975A002600390001-0;3448323_CIA-RDP79T00975A002100170001-8,22.573868579273125
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:16,META_LINK,2.185950818696628,24,2000188_CIA-RDP79T00975A005500300001-7;2064591_CIA-RDP79T00975A000700240001-7;2066864_CIA-RDP79T00975A003500290001-1;2872249_CIA-RDP79T00975A001200350001-9;2977783_CIA-RDP79T00975A005300270001-3;2993711_CIA-RDP79T00975A005700310001-4;3031340_CIA-RDP79T00975A005700210001-5;3156604_CIA-RDP79T00975A005700280001-8;3172684_CIA-RDP79T00975A005700240001-2;3183785_CIA-RDP79T00975A002700520001-4;3189337_CIA-RDP79T00975A005100400001-0;3191547_CIA-RDP79T00975A004500280001-1,7.899105968338037
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:2,META_LINK,5.377947549903958,718,2003046_CIA-RDP79T00975A000100520001-2;2003063_CIA-RDP79T00975A000200290001-7;2003069_CIA-RDP79T00975A000200460001-8;2003070_CIA-RDP79T00975A000200470001-7;2003075_CIA-RDP79T00975A000200540001-9;2008413_CIA-RDP79T00975A001700390001-0;2014433_CIA-RDP79T00975A000300270001-8;2014439_CIA-RDP79T00975A000300470001-6;2016346_CIA-RDP79T00975A000600440001-6;2018015_CIA-RDP79T00975A000900430001-4;2020557_CIA-RDP79T00975A000400300001-3;2020564_CIA-RDP79T00975A000700110001-1;2020567_CIA-RDP79T00975A000900170001-3;2020570_CIA-RDP79T00975A000900400001-7;2020906_CIA-RDP79T00975A001300400001-2;2026913_CIA-RDP79T00975A001000240001-3;2026929_CIA-RDP79T00975A001200450001-8;2026939_CIA-RDP79T00975A001500410001-9;2026940_CIA-RDP79T00975A001500420001-8;2026943_CIA-RDP79T00975A001500470001-3;2026944_CIA-RDP79T00975A001600060001-7;2026945_CIA-RDP79T00975A001600330001-7;2026946_CIA-RDP79T00975A001600340001-6;2026950_CIA-RDP79T00975A001600540001-4;2027255_CIA-RDP79T00975A001800600001-5;2046524_CIA-RDP79T00975A000500270001-6;2046527_CIA-RDP79T00975A000500300001-2;2046530_CIA-RDP79T00975A000500340001-8;2046532_CIA-RDP79T00975A000500360001-6;2046533_CIA-RDP79T00975A000500370001-5,215.57730483108242
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:3,META_LINK,5.60196772895211,814,2001978_CIA-RDP79T00975A005600330001-3;2001979_CIA-RDP79T00975A005600350001-1;2001994_CIA-RDP79T00975A005700050001-3;2002000_CIA-RDP79T00975A000300420001-1;2003043_CIA-RDP79T00975A000100420001-3;2003051_CIA-RDP79T00975A000200020001-6;2003052_CIA-RDP79T00975A000200080001-0;2003061_CIA-RDP79T00975A000200240001-2;2003062_CIA-RDP79T00975A000200250001-1;2003063_CIA-RDP79T00975A000200290001-7;2003067_CIA-RDP79T00975A000200400001-4;2003068_CIA-RDP79T00975A000200450001-9;2003080_CIA-RDP79T00975A000300090001-8;2008401_CIA-RDP79T00975A000500140001-0;2008405_CIA-RDP79T00975A000500180001-6;2008408_CIA-RDP79T00975A000500210001-2;2014431_CIA-RDP79T00975A000300560001-6;2014433_CIA-RDP79T00975A000300270001-8;2014439_CIA-RDP79T00975A000300470001-6;2018000_CIA-RDP79T00975A000700540001-4;2018004_CIA-RDP79T00975A000900060001-5;2018006_CIA-RDP79T00975A000900110001-9;2018014_CIA-RDP79T00975A000900370001-1;2018018_CIA-RDP79T00975A000900570001-9;2020557_CIA-RDP79T00975A000400300001-3;2020560_CIA-RDP79T00975A000600670001-1;2020561_CIA-RDP79T00975A000700010001-2;2020562_CIA-RDP79T00975A000700020001-1;2020574_CIA-RDP79T00975A001000300001-6;2020577_CIA-RDP79T00975A001000390001-7,269.9590571807657
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:4,META_LINK,4.765152517719783,385,2000184_CIA-RDP79T00975A005500240001-4;2001967_CIA-RDP79T00975A005600090001-0;2003049_CIA-RDP79T00975A000100580001-6;2003053_CIA-RDP79T00975A000200090001-9;2014430_CIA-RDP79T00975A000300490001-4;2014438_CIA-RDP79T00975A000300410001-2;2018012_CIA-RDP79T00975A000900350001-3;2018015_CIA-RDP79T00975A000900430001-4;2020558_CIA-RDP79T00975A000600010001-3;2020563_CIA-RDP79T00975A000700040001-9;2020571_CIA-RDP79T00975A000900480001-9;2020580_CIA-RDP79T00975A001100670001-5;2020903_CIA-RDP79T00975A001200390001-5;2022702_CIA-RDP79T00975A001700660001-0;2022704_CIA-RDP79T00975A002200040001-2;2026917_CIA-RDP79T00975A001000290001-8;2026926_CIA-RDP79T00975A001100070001-1;2026929_CIA-RDP79T00975A001200450001-8;2026949_CIA-RDP79T00975A001600500001-8;2026950_CIA-RDP79T00975A001600540001-4;2026952_CIA-RDP79T00975A001700010001-1;2039272_CIA-RDP79T00975A002900390001-7;2046536_CIA-RDP79T00975A000500420001-9;2049780_CIA-RDP79T00975A005700090001-9;2049782_CIA-RDP79T00975A005700110001-6;2049791_CIA-RDP79T00975A005700320001-3;2050133_CIA-RDP79T00975A001000590001-5;2051071_CIA-RDP79T00975A000900030001-8;2058872_CIA-RDP79T00975A004600020001-8;2064894_CIA-RDP79T00975A001000180001-0,116.34901372700435
LEVEL1_COMMUNITY:1,LEVEL1_COMMUNITY:5,META_LINK,5.1425363938246225,542,2003052_CIA-RDP79T00975A000200080001-0;2003059_CIA-RDP79T00975A000200180001-9;2003060_CIA-RDP79T00975A000200200001-6;2003063_CIA-RDP79T00975A000200290001-7;2003067_CIA-RDP79T00975A000200400001-4;2003082_CIA-RDP79T00975A000300120001-4;2008380_CIA-RDP79T00975A000400150001-0;2008403_CIA-RDP79T00975A000500160001-8;2008404_CIA-RDP79T00975A000500170001-7;2008406_CIA-RDP79T00975A000500190001-5;2008410_CIA-RDP79T00975A001000080001-1;2014428_CIA-RDP79T00975A000100480001-7;2016346_CIA-RDP79T00975A000600440001-6;2016348_CIA-RDP79T00975A000700200001-1;2018003_CIA-RDP79T00975A000900050001-6;2018007_CIA-RDP79T00975A000900200001-9;2018008_CIA-RDP79T00975A000900250001-4;2018009_CIA-RDP79T00975A000900270001-2;2018012_CIA-RDP79T00975A000900350001-3;2018017_CIA-RDP79T00975A000900550001-1;2020557_CIA-RDP79T00975A000400300001-3;2020560_CIA-RDP79T00975A000600670001-1;2020566_CIA-RDP79T00975A000900160001-4;2020570_CIA-RDP79T00975A000900400001-7;2020572_CIA-RDP79T00975A000900630001-2;2020580_CIA-RDP79T00975A001100670001-5;2020584_CIA-RDP79T00975A001200260001-9;2020910_CIA-RDP79T00975A001400120001-2;2026917_CIA-RDP79T00975A001000290001-8;2026920_CIA-RDP79T00975A001000700001-2,170.14932033875797
