narrative_id,node_key,label,analyst_label,num_communities,size,top_labels,top_types,analyst_summary
25,NARRATIVE:25,BERLIN FESTIVAL; COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE; Berlin Festival Participation | American participation organized by the Committee for World Youth Friendship and Cultural Exchange. | Other,Cold War crisis monitoring and escalation,1,1,BERLIN FESTIVAL; COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE; Berlin Festival Participation | American participation organized by the Committee for World Youth Friendship and Cultural Exchange. | Other,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: BERLIN FESTIVAL; COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE; Berlin Festival Participation | American participation organized by the Committee for World Youth Friendship and Cultural Exchange. | Other.
26,NARRATIVE:26,CHINESE-KOREAN HEADQUARTERS; NORTH KOREAN GENERAL HEADQUARTERS; Soviet tactical units movement | Soviet infantry and artillery units moved south of the Chongchon river in northwestern Korea. | MilitaryAction | 1952-05,"Soviet policy, leadership, and bloc maneuvering",1,1,CHINESE-KOREAN HEADQUARTERS; NORTH KOREAN GENERAL HEADQUARTERS; Soviet tactical units movement | Soviet infantry and artillery units moved south of the Chongchon river in northwestern Korea. | MilitaryAction | 1952-05,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: CHINESE-KOREAN HEADQUARTERS; NORTH KOREAN GENERAL HEADQUARTERS; Soviet tactical units movement | Soviet infantry and artillery units moved south of the Chongchon river in northwestern Korea. | MilitaryAction | 1952-05.
27,NARRATIVE:27,ECONOMY MINISTER KUBBA; HEALTH MINISTER SHAWWAF; COMMUNIST PARTY DEMANDS,ECONOMY MINISTER KUBBA; HEALTH MINISTER SHAWWAF; COMMUNIST PARTY DEMANDS,1,1,ECONOMY MINISTER KUBBA; HEALTH MINISTER SHAWWAF; COMMUNIST PARTY DEMANDS,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: ECONOMY MINISTER KUBBA; HEALTH MINISTER SHAWWAF; COMMUNIST PARTY DEMANDS.
28,NARRATIVE:28,HUNGARIAN ALUMINUM; RHEE AGENTS; Chinese concession on POWs | Discussion of proposals for solving the prisoner-of-war question | Negotiation | 1952-06-15,International diplomatic and security coordination,1,1,HUNGARIAN ALUMINUM; RHEE AGENTS; Chinese concession on POWs | Discussion of proposals for solving the prisoner-of-war question | Negotiation | 1952-06-15,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: HUNGARIAN ALUMINUM; RHEE AGENTS; Chinese concession on POWs | Discussion of proposals for solving the prisoner-of-war question | Negotiation | 1952-06-15.
29,NARRATIVE:29,COMET; DINO GENTILI; Replacement of Soviet Mission Chief | Japan consents to the USSR's request to replace the chief of its unrecognized mission. | Negotiation | 1956-05-04,"Soviet policy, leadership, and bloc maneuvering",1,1,COMET; DINO GENTILI; Replacement of Soviet Mission Chief | Japan consents to the USSR's request to replace the chief of its unrecognized mission. | Negotiation | 1956-05-04,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: COMET; DINO GENTILI; Replacement of Soviet Mission Chief | Japan consents to the USSR's request to replace the chief of its unrecognized mission. | Negotiation | 1956-05-04.
30,NARRATIVE:30,ARCHBISHOP WYSZYNSKI; CARDINAL SAPIEHA; POLISH CATHOLIC CHURCH,ARCHBISHOP WYSZYNSKI; CARDINAL SAPIEHA; POLISH CATHOLIC CHURCH,1,1,ARCHBISHOP WYSZYNSKI; CARDINAL SAPIEHA; POLISH CATHOLIC CHURCH,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: ARCHBISHOP WYSZYNSKI; CARDINAL SAPIEHA; POLISH CATHOLIC CHURCH.
31,NARRATIVE:31,"ARABS LIVING IN ISRAEL; LEBANESE FRONTIER; Possible operations within Israel | Reported operations involving 35 men, including village chiefs. | MilitaryAction","Military posture, security forces, and regime stability",1,1,"ARABS LIVING IN ISRAEL; LEBANESE FRONTIER; Possible operations within Israel | Reported operations involving 35 men, including village chiefs. | MilitaryAction","{""LEVEL1_COMMUNITY"": 1}","This group connects 1 communities around: ARABS LIVING IN ISRAEL; LEBANESE FRONTIER; Possible operations within Israel | Reported operations involving 35 men, including village chiefs. | MilitaryAction."
32,NARRATIVE:32,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953,"U.S. reporting, diplomacy, and intelligence assessment",1,1,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953.
33,NARRATIVE:33,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31",Labor unrest and internal political pressure,1,1,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31","{""LEVEL1_COMMUNITY"": 1}","This group connects 1 communities around: GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31."
34,NARRATIVE:34,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October,"Soviet policy, leadership, and bloc maneuvering",1,1,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October.
35,NARRATIVE:35,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction,Chinese policy and regional positioning,1,1,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction.
36,NARRATIVE:36,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0,"Soviet policy, leadership, and bloc maneuvering",1,1,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0.
37,NARRATIVE:37,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Phil,1,1,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication.
38,NARRATIVE:38,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT,"Military posture, security forces, and regime stability",1,1,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT.
39,NARRATIVE:39,NATIONAL YOUTH CORPS; TAIPEI RIOTS,NATIONAL YOUTH CORPS; TAIPEI RIOTS,1,1,NATIONAL YOUTH CORPS; TAIPEI RIOTS,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: NATIONAL YOUTH CORPS; TAIPEI RIOTS.
40,NARRATIVE:40,DEAN RUSK; TOKYO CONFERENCE,DEAN RUSK; TOKYO CONFERENCE,1,1,DEAN RUSK; TOKYO CONFERENCE,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: DEAN RUSK; TOKYO CONFERENCE.
41,NARRATIVE:41,LIBYANS; LIBYAN COUNCIL OF MINISTERS,LIBYANS; LIBYAN COUNCIL OF MINISTERS,1,1,LIBYANS; LIBYAN COUNCIL OF MINISTERS,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: LIBYANS; LIBYAN COUNCIL OF MINISTERS.
42,NARRATIVE:42,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY,"U.S. reporting, diplomacy, and intelligence assessment",1,1,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: INDONESIAN DIPLOMATS; RUSSIAN EMBASSY.
43,NARRATIVE:43,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,1,1,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON.
44,NARRATIVE:44,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION,Cold War crisis monitoring and escalation,1,1,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION.
45,NARRATIVE:45,VLADIMIR USTINOV; YEKATERINA FURTSEVA,VLADIMIR USTINOV; YEKATERINA FURTSEVA,1,1,VLADIMIR USTINOV; YEKATERINA FURTSEVA,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: VLADIMIR USTINOV; YEKATERINA FURTSEVA.
46,NARRATIVE:46,CHILEAN CABINET; LABOR MINISTER FONCEA,Labor unrest and internal political pressure,1,1,CHILEAN CABINET; LABOR MINISTER FONCEA,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: CHILEAN CABINET; LABOR MINISTER FONCEA.
47,NARRATIVE:47,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY,Labor unrest and internal political pressure,1,1,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY.
48,NARRATIVE:48,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1,Cold War crisis monitoring and escalation,1,1,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1.
49,NARRATIVE:49,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER,"Military posture, security forces, and regime stability",1,1,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER.
50,NARRATIVE:50,ISRAELI TROOPS; UN OBSERVER HUTCHISON,ISRAELI TROOPS; UN OBSERVER HUTCHISON,1,1,ISRAELI TROOPS; UN OBSERVER HUTCHISON,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: ISRAELI TROOPS; UN OBSERVER HUTCHISON.
51,NARRATIVE:51,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,1,1,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER.
52,NARRATIVE:52,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being,1,1,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13.
53,NARRATIVE:53,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,1,1,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY.
54,NARRATIVE:54,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951,"U.S. reporting, diplomacy, and intelligence assessment",1,1,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951.
55,NARRATIVE:55,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confi,1,1,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech.
56,NARRATIVE:56,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ,"Government leadership, cabinet politics, and state decision-making",1,1,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ.
57,NARRATIVE:57,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end ,1,1,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25.
58,NARRATIVE:58,SHAMMAR; YAZIDI,SHAMMAR; YAZIDI,1,1,SHAMMAR; YAZIDI,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: SHAMMAR; YAZIDI.
59,NARRATIVE:59,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY,"Soviet policy, leadership, and bloc maneuvering",1,1,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY.
60,NARRATIVE:60,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS,Labor unrest and internal political pressure,1,1,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS.
61,NARRATIVE:61,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08,"Military posture, security forces, and regime stability",1,1,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08.
62,NARRATIVE:62,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961","U.S. reporting, diplomacy, and intelligence assessment",1,1,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961","{""LEVEL1_COMMUNITY"": 1}","This group connects 1 communities around: KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961."
63,NARRATIVE:63,BRITISH PROPOSALS; SOVIET BROADCAST,"Soviet policy, leadership, and bloc maneuvering",1,1,BRITISH PROPOSALS; SOVIET BROADCAST,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: BRITISH PROPOSALS; SOVIET BROADCAST.
64,NARRATIVE:64,MINDAN; DEMONSTRATION,MINDAN; DEMONSTRATION,1,1,MINDAN; DEMONSTRATION,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: MINDAN; DEMONSTRATION.
65,NARRATIVE:65,GAJEWSKI; POZNAN RIOTS,GAJEWSKI; POZNAN RIOTS,1,1,GAJEWSKI; POZNAN RIOTS,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: GAJEWSKI; POZNAN RIOTS.
66,NARRATIVE:66,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS,"Soviet policy, leadership, and bloc maneuvering",1,1,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS,"{""LEVEL1_COMMUNITY"": 1}",This group connects 1 communities around: PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS.
