node_key,degree
CANONICAL_ENTITY:GAVIN,5
CANONICAL_ENTITY:GENERAL_MAURICE_CHALLE,18
CANONICAL_ENTITY:GUILLAUME,5
CANONICAL_ENTITY:HAILE_SELASSIE,8
CANONICAL_ENTITY:IRAQ,108
CANONICAL_ENTITY:JACQUES_SOUSTELLE,4
CANONICAL_ENTITY:JOSE_CHIRIBOGA,23
CANONICAL_ENTITY:JULIO_RIVERA,15
CANONICAL_ENTITY:KOSYGIN,13
CANONICAL_ENTITY:KYAW_DUN,5
CANONICAL_ENTITY:LEBANON,3
CANONICAL_ENTITY:LOUIS_JOXE,17
CANONICAL_ENTITY:MANUEL_GOMES_DE_ARAUJO,5
CANONICAL_ENTITY:MARIO_SILVA,5
CANONICAL_ENTITY:MARSHAL_ALPHONSE_JUIN,6
CANONICAL_ENTITY:NIKOLAI_BURDENKO,7
CANONICAL_ENTITY:OSORIO,28
CANONICAL_ENTITY:PAG,39
CANONICAL_ENTITY:PAUL_ELY,6
CANONICAL_ENTITY:PROVISIONAL_ALGERIAN_GOVERNMENT,27
CANONICAL_ENTITY:RUANDA_URUNDI,13
CANONICAL_ENTITY:SACEUR,6
CANONICAL_ENTITY:SAN_SALVADOR,8
CANONICAL_ENTITY:TUNIS,9
CANONICAL_ENTITY:UNION_PARTY,6
CANONICAL_ENTITY:UNITED_STATES_INTELLIGENCE_BOARD,13
CANONICAL_ENTITY:U_NU,22
CANONICAL_ENTITY:WEST,3
EVENT_CLUSTER:12,9
EVENT_CLUSTER:13,9
EVENT_CLUSTER:202,42
EVENT_CLUSTER:215,16
EVENT_CLUSTER:227,6
EVENT_CLUSTER:228,6
EVENT_CLUSTER:229,8
EVENT_CLUSTER:232,11
EVENT_CLUSTER:233,11
EVENT_CLUSTER:234,11
EVENT_CLUSTER:238,5
EVENT_CLUSTER:239,5
EVENT_CLUSTER:308,18
EVENT_CLUSTER:4,26
EVENT_CLUSTER:45,16
EVENT_CLUSTER:46,40
EVENT_CLUSTER:47,10
EVENT_CLUSTER:5,14
EVENT_CLUSTER:6,20
EVENT_CLUSTER:7,17
EVENT_CLUSTER:783,7
EVENT_CLUSTER:784,13
EVENT_CLUSTER:785,7
EVENT_CLUSTER:826,12
EVENT_CLUSTER:827,12
EVENT_CLUSTER:828,12
EVENT_CLUSTER:846,17
EVENT_CLUSTER:847,17
EVENT_CLUSTER:848,17
EVENT_CLUSTER:849,17
CANONICAL_ENTITY:ALGERIANS,1
CANONICAL_ENTITY:ALGERIAN_NATIONAL_MOVEMENT_MNA,9
CANONICAL_ENTITY:FRENCH_GOVERNMENT,22
CANONICAL_ENTITY:LAI_MING_TANG,5
CANONICAL_ENTITY:MESSALI_HADJ,9
CANONICAL_ENTITY:THAILAND,25
EVENT_CLUSTER:231,52
EVENT_CLUSTER:655,7
CANONICAL_ENTITY:ALGERIAN_REBELS,20
CANONICAL_ENTITY:CASABLANCA_CONFERENCE,6
CANONICAL_ENTITY:FANFANI_CABINET,6
CANONICAL_ENTITY:FRENCH_MILITARY,7
CANONICAL_ENTITY:SOUTH_KOREA,68
CANONICAL_ENTITY:SYNGMAN_RHEE,22
CANONICAL_ENTITY:TRIPOLI,8
CANONICAL_ENTITY:UNITED_KINGDOM,19
EVENT_CLUSTER:196,6
EVENT_CLUSTER:197,6
EVENT_CLUSTER:334,9
EVENT_CLUSTER:335,9
EVENT_CLUSTER:336,9
EVENT_CLUSTER:88,41
CANONICAL_ENTITY:ALGERIAN_REBEL_GOVERNMENT,13
CANONICAL_ENTITY:MANONO,14
CANONICAL_ENTITY:SOUTH_AFRICAN_LEGIONNAIRES,4
EVENT_CLUSTER:581,31
EVENT_CLUSTER:622,24
EVENT_CLUSTER:623,11
CANONICAL_ENTITY:ALGERIAN_REBEL_LEADERS,1
CANONICAL_ENTITY:ALGIERS,23
CANONICAL_ENTITY:BREZHNEV,8
CANONICAL_ENTITY:GARY_POWERS,7
CANONICAL_ENTITY:KING_MOHAMMED_V,6
CANONICAL_ENTITY:KUMYKIN,7
CANONICAL_ENTITY:SALAZAR_REGIME,18
EVENT_CLUSTER:414,7
EVENT_CLUSTER:415,26
EVENT_CLUSTER:416,22
EVENT_CLUSTER:417,7
EVENT_CLUSTER:419,18
EVENT_CLUSTER:420,18
EVENT_CLUSTER:421,18
CANONICAL_ENTITY:ALICAN,22
CANONICAL_ENTITY:BAYAR,5
CANONICAL_ENTITY:FEYZIOGLU,5
CANONICAL_ENTITY:INONU,5
CANONICAL_ENTITY:MENDERES,5
CANONICAL_ENTITY:NEW_TURKEY_PARTY,5
CANONICAL_ENTITY:PHOUMI_FORCES,15
EVENT_CLUSTER:0,27
EVENT_CLUSTER:498,12
EVENT_CLUSTER:499,12
EVENT_CLUSTER:500,12
EVENT_CLUSTER:8,8
CANONICAL_ENTITY:ALIONE_DIAKITE,11
CANONICAL_ENTITY:GIZENGA_REGIME,29
CANONICAL_ENTITY:LIBERAL_PARTY,16
CANONICAL_ENTITY:SOCIAL_CHRISTIAN_PARTY,5
CANONICAL_ENTITY:THEO_LEFEVRE,8
CANONICAL_ENTITY:TSHOMB_S_GOVERNMENT,16
EVENT_CLUSTER:130,30
EVENT_CLUSTER:741,9
EVENT_CLUSTER:742,9
CANONICAL_ENTITY:BAATH_PARTY,6
CANONICAL_ENTITY:JORDANIAN_AGENTS,6
CANONICAL_ENTITY:KALONJI,23
CANONICAL_ENTITY:LEBANESE_AUTHORITIES,6
CANONICAL_ENTITY:MAJALLI,6
CANONICAL_ENTITY:MICHEL_AFLAQ,6
EVENT_CLUSTER:143,21
EVENT_CLUSTER:171,15
EVENT_CLUSTER:172,15
EVENT_CLUSTER:173,15
CANONICAL_ENTITY:AMBASSADOR_LODGE,5
CANONICAL_ENTITY:AMBASSADOR_STEVENSON,32
CANONICAL_ENTITY:AMBASSADOR_THOMPSON,57
CANONICAL_ENTITY:BARROSO,5
CANONICAL_ENTITY:BOUN_OUM,99
CANONICAL_ENTITY:CABINDA,18
CANONICAL_ENTITY:CAMBODIA,24
CANONICAL_ENTITY:CHINESE_NATIONALIST_IRREGULARS,43
CANONICAL_ENTITY:DAYAL,20
CANONICAL_ENTITY:GENERAL_FRANCO,9
CANONICAL_ENTITY:INDIAN_AMBASSADOR_RATNAM,9
CANONICAL_ENTITY:LAOTIAN_ARMY,43
CANONICAL_ENTITY:LUANG_PRABANG,49
CANONICAL_ENTITY:MALAYA,13
CANONICAL_ENTITY:MALI,22
CANONICAL_ENTITY:MEO_GUERRILLAS,6
CANONICAL_ENTITY:MUONG_KASSY_OPERATION,2
CANONICAL_ENTITY:MUONG_SAI,16
CANONICAL_ENTITY:NAMTHA_PROVINCE,5
CANONICAL_ENTITY:NAM_BAC,24
CANONICAL_ENTITY:NEO_LAO_HAK_SAT_NLHS,15
CANONICAL_ENTITY:PHONG_SALY_PROVINCE,18
CANONICAL_ENTITY:SOUTH_VIETNAM,65
EVENT_CLUSTER:157,45
EVENT_CLUSTER:272,38
EVENT_CLUSTER:426,24
EVENT_CLUSTER:485,33
EVENT_CLUSTER:494,13
EVENT_CLUSTER:556,16
EVENT_CLUSTER:557,16
EVENT_CLUSTER:584,17
EVENT_CLUSTER:585,17
EVENT_CLUSTER:586,17
EVENT_CLUSTER:648,7
EVENT_CLUSTER:649,7
EVENT_CLUSTER:650,7
EVENT_CLUSTER:670,11
EVENT_CLUSTER:671,11
EVENT_CLUSTER:672,11
EVENT_CLUSTER:778,13
EVENT_CLUSTER:779,13
EVENT_CLUSTER:780,13
EVENT_CLUSTER:781,13
CANONICAL_ENTITY:AMBASSADOR_DRUMRIGHT,13
CANONICAL_ENTITY:BURMESE_ARMY,42
CANONICAL_ENTITY:CHIANG_CHING_KUO,19
CANONICAL_ENTITY:CHINESE_COMMUNISTS,21
CANONICAL_ENTITY:KONG_LAP,3
CANONICAL_ENTITY:MEKONG_RIVER,3
CANONICAL_ENTITY:MONG_PA_LIAO,3
CANONICAL_ENTITY:YUNNAN_PROVINCE,7
EVENT_CLUSTER:235,11
CANONICAL_ENTITY:AMBASSADOR_REISCHAUER,11
CANONICAL_ENTITY:AYUB_REGIME,5
CANONICAL_ENTITY:EISAKU_SATO,5
CANONICAL_ENTITY:FINANCE_MINISTER_MIZUTA,3
CANONICAL_ENTITY:ICHIRO_KONO,13
CANONICAL_ENTITY:TAKEO_MIKI,4
EVENT_CLUSTER:769,10
EVENT_CLUSTER:770,10
CANONICAL_ENTITY:GENERAL_LUNDULA,26
CANONICAL_ENTITY:JOMO_KENYATTA,12
CANONICAL_ENTITY:LEOPOLDVILLE_GOVERNMENT,21
CANONICAL_ENTITY:PAUL_HENRI_SPAAK,5
CANONICAL_ENTITY:TRINQUIER,16
CANONICAL_ENTITY:ZORIN,18
EVENT_CLUSTER:392,12
EVENT_CLUSTER:393,16
EVENT_CLUSTER:394,12
EVENT_CLUSTER:395,12
EVENT_CLUSTER:396,12
EVENT_CLUSTER:730,11
EVENT_CLUSTER:731,11
EVENT_CLUSTER:732,11
CANONICAL_ENTITY:BALUBA_FORCES,4
CANONICAL_ENTITY:BRUSSELS,28
CANONICAL_ENTITY:CIVIL_MILITARY_JUNTA,5
CANONICAL_ENTITY:COMMUNIST,4
CANONICAL_ENTITY:DEFENSE_MINISTER_CASTILLO,5
CANONICAL_ENTITY:DELVAUX,14
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_PUSHKIN,7
CANONICAL_ENTITY:GROMYKO,36
CANONICAL_ENTITY:ILEO,22
CANONICAL_ENTITY:KIBWE,10
CANONICAL_ENTITY:KUZNETSOV,18
CANONICAL_ENTITY:MAYOR_BRANDT,13
CANONICAL_ENTITY:SOCIAL_DEMOCRATIC_PARTY_SPD,10
CANONICAL_ENTITY:THOMAZ,24
EVENT_CLUSTER:129,41
EVENT_CLUSTER:131,27
EVENT_CLUSTER:372,28
EVENT_CLUSTER:549,24
EVENT_CLUSTER:550,7
EVENT_CLUSTER:551,7
EVENT_CLUSTER:552,7
EVENT_CLUSTER:559,16
EVENT_CLUSTER:560,16
EVENT_CLUSTER:561,21
EVENT_CLUSTER:562,16
EVENT_CLUSTER:763,9
EVENT_CLUSTER:764,9
EVENT_CLUSTER:765,9
EVENT_CLUSTER:766,9
CANONICAL_ENTITY:AMBASSADOR_TIMBERLAKE,37
CANONICAL_ENTITY:CHOU,3
CANONICAL_ENTITY:CONFERENCE_OF_CONGOLESE_LEADERS,3
CANONICAL_ENTITY:CONGOLESE_PARLIAMENT,4
CANONICAL_ENTITY:JEAN_BOLIKANGO,20
CANONICAL_ENTITY:KAMITATU,18
CANONICAL_ENTITY:KING_MAHENDRA,29
CANONICAL_ENTITY:KOIRALA,9
CANONICAL_ENTITY:LUMUMBA_SUPPORTERS,9
CANONICAL_ENTITY:NEPALI_CONGRESS,17
CANONICAL_ENTITY:RANGOON,23
CANONICAL_ENTITY:TANANARIVE,11
EVENT_CLUSTER:150,17
EVENT_CLUSTER:220,58
EVENT_CLUSTER:580,10
EVENT_CLUSTER:590,11
EVENT_CLUSTER:591,11
EVENT_CLUSTER:610,12
EVENT_CLUSTER:611,12
CANONICAL_ENTITY:AMERICANS,1
CANONICAL_ENTITY:SOVIET_CHARGE,1
CANONICAL_ENTITY:BOLIVIAN_GOVERNMENT,9
CANONICAL_ENTITY:BRITISH_EMBASSY,4
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_HAJEK,4
CANONICAL_ENTITY:EMPEROR,4
CANONICAL_ENTITY:GENERAL_MENGHISTU,3
CANONICAL_ENTITY:NATIONALIST_CHINA,26
CANONICAL_ENTITY:PHILIPPINES,13
CANONICAL_ENTITY:PRESIDENT_PAZ,8
CANONICAL_ENTITY:SERRANO,13
EVENT_CLUSTER:151,13
EVENT_CLUSTER:309,24
EVENT_CLUSTER:310,9
CANONICAL_ENTITY:LISBON,23
CANONICAL_ENTITY:SITUATION_IN_KATANGA_PROVINCE,1
CANONICAL_ENTITY:SPAIN,17
EVENT_CLUSTER:582,20
EVENT_CLUSTER:592,11
CANONICAL_ENTITY:AMERICAN_CONSULATE_GENERAL_IN_HONG_KONG,9
CANONICAL_ENTITY:COLOMBIAN_FOREIGN_MINISTER_TURBAY,9
CANONICAL_ENTITY:KWANGTUNG,5
CANONICAL_ENTITY:MEXICAN_FOREIGN_MINISTER_TELLO,6
CANONICAL_ENTITY:ORGANIZATION_OF_AMERICAN_STATES,19
CANONICAL_ENTITY:PEOPLES_DAILY,19
CANONICAL_ENTITY:SHANTUNG,5
EVENT_CLUSTER:65,8
EVENT_CLUSTER:66,7
EVENT_CLUSTER:67,10
CANONICAL_ENTITY:AMERICAN_CONSUL_GENERAL_IN_SALISBURY,15
CANONICAL_ENTITY:FEDERATION_OF_RHODESIA_AND_NYASALAND,9
EVENT_CLUSTER:467,16
EVENT_CLUSTER:468,16
EVENT_CLUSTER:469,16
EVENT_CLUSTER:470,16
EVENT_CLUSTER:471,16
CANONICAL_ENTITY:BAGHDAD_UNIVERSITY,4
CANONICAL_ENTITY:BALUBA_IRREGULARS,5
CANONICAL_ENTITY:BANI_SAKHIR_BEDOUIN_TRIBE,5
CANONICAL_ENTITY:BRITISH_OFFICIALS,7
CANONICAL_ENTITY:CHEN_YI,87
CANONICAL_ENTITY:CHILE,40
CANONICAL_ENTITY:COLOMBO,8
CANONICAL_ENTITY:COL_CASTILLO_NAVARRETE,13
CANONICAL_ENTITY:DEFENSE_LOAN_FUND,4
CANONICAL_ENTITY:FELICIANO_AVELAR,3
CANONICAL_ENTITY:JOSE_ENRIQUE_VALIENTE,3
CANONICAL_ENTITY:KING_MOHAMED_V,17
CANONICAL_ENTITY:MASMOUDI,5
CANONICAL_ENTITY:MILITARY_GOVERNOR_ABDI,4
CANONICAL_ENTITY:PHNOM_PENH,40
EVENT_CLUSTER:145,14
EVENT_CLUSTER:146,14
EVENT_CLUSTER:147,14
EVENT_CLUSTER:148,19
EVENT_CLUSTER:240,9
EVENT_CLUSTER:241,9
EVENT_CLUSTER:320,16
EVENT_CLUSTER:321,16
EVENT_CLUSTER:322,16
EVENT_CLUSTER:624,17
EVENT_CLUSTER:625,17
EVENT_CLUSTER:667,10
EVENT_CLUSTER:668,10
EVENT_CLUSTER:669,10
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_PARIS,1
CANONICAL_ENTITY:AMERICAN_INTEREST,1
CANONICAL_ENTITY:AMERICAN_PEOPLE,1
CANONICAL_ENTITY:ANDRE_RENARD,10
CANONICAL_ENTITY:EYSKENS_GOVERNMENT,9
CANONICAL_ENTITY:GENERAL_FEDERATION_OF_BELGIAN_WORKERS_FGTB,6
CANONICAL_ENTITY:KING_BAUDOUIN,9
CANONICAL_ENTITY:LIEGE,4
CANONICAL_ENTITY:MONS,3
CANONICAL_ENTITY:ROMAN_CATHOLIC_TRADE_UNIONS_CSC,4
EVENT_CLUSTER:92,8
CANONICAL_ENTITY:ANGLO_AMERICAN_CONSORTIUM,14
CANONICAL_ENTITY:BOTELHO_MONIZ,30
CANONICAL_ENTITY:CEYLONESE_FINANCE_MINISTER,5
CANONICAL_ENTITY:MARCENIO_CAETANO,5
EVENT_CLUSTER:323,12
EVENT_CLUSTER:324,12
CANONICAL_ENTITY:ANGLO_ITALIAN_NEGOTIATING_TEAM,15
CANONICAL_ENTITY:BALEWA,6
CANONICAL_ENTITY:MOGADISCIO,5
CANONICAL_ENTITY:SOMALI_ARMY,20
EVENT_CLUSTER:22,12
EVENT_CLUSTER:23,12
EVENT_CLUSTER:24,37
EVENT_CLUSTER:25,12
CANONICAL_ENTITY:AVERKY_ARISTOV,33
CANONICAL_ENTITY:CAMARA_PINA,9
CANONICAL_ENTITY:COLOMBIA,36
CANONICAL_ENTITY:DEFENSE_MINISTER_BOTELHO_MONIZ,14
CANONICAL_ENTITY:FINANCE_MINISTER_SHAHA,5
CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTER_COUVE_DE_MURVILLE,7
CANONICAL_ENTITY:GALVAO,11
CANONICAL_ENTITY:GENERAL_BELEZA_FERRAZ,7
CANONICAL_ENTITY:IZVESTIA,23
CANONICAL_ENTITY:MARSHAL_CRAVEIRO_LOPES,7
CANONICAL_ENTITY:MILITARY,10
CANONICAL_ENTITY:MILITARY_OPERATION_IN_ANGOLA,1
CANONICAL_ENTITY:NEPAL,23
CANONICAL_ENTITY:PORTUGUESE_GOVERNMENT,18
CANONICAL_ENTITY:PROTESTANT_MISSIONS,1
CANONICAL_ENTITY:ULAN_BATOR,11
CANONICAL_ENTITY:US_EMBASSY_IN_LISBON,6
CANONICAL_ENTITY:VIOLENCE_IN_ANGOLA,1
EVENT_CLUSTER:101,39
EVENT_CLUSTER:263,8
EVENT_CLUSTER:264,8
EVENT_CLUSTER:265,8
EVENT_CLUSTER:354,18
EVENT_CLUSTER:355,27
EVENT_CLUSTER:356,13
EVENT_CLUSTER:357,13
EVENT_CLUSTER:358,13
EVENT_CLUSTER:360,13
EVENT_CLUSTER:361,13
EVENT_CLUSTER:427,6
EVENT_CLUSTER:428,6
EVENT_CLUSTER:429,6
EVENT_CLUSTER:55,35
EVENT_CLUSTER:600,9
EVENT_CLUSTER:601,9
EVENT_CLUSTER:602,9
EVENT_CLUSTER:643,25
EVENT_CLUSTER:677,8
EVENT_CLUSTER:678,8
EVENT_CLUSTER:679,8
EVENT_CLUSTER:682,23
EVENT_CLUSTER:713,11
EVENT_CLUSTER:726,5
EVENT_CLUSTER:727,5
EVENT_CLUSTER:728,5
EVENT_CLUSTER:838,12
EVENT_CLUSTER:839,12
EVENT_CLUSTER:840,12
CANONICAL_ENTITY:BRAZZAVILLE,9
CANONICAL_ENTITY:CONFERENCE_OF_THE_PEOPLES_OF_THE_PORTUGUESE_COLONIES,6
CANONICAL_ENTITY:CONGOLESE_FACTIONS,7
CANONICAL_ENTITY:GENERAL_NGUYEN_CHI_THANH,20
CANONICAL_ENTITY:GENERAL_VO_NGUYEN_GIAP,10
CANONICAL_ENTITY:MARCH_UPRISINGS,1
CANONICAL_ENTITY:SOVIET_EMBASSY,11
CANONICAL_ENTITY:TERRORIST_ATTACKS_IN_ANGOLA,1
EVENT_CLUSTER:563,10
EVENT_CLUSTER:564,10
EVENT_CLUSTER:565,10
EVENT_CLUSTER:583,18
EVENT_CLUSTER:714,13
EVENT_CLUSTER:794,7
CANONICAL_ENTITY:ANICET_KASHAMURA,30
CANONICAL_ENTITY:BUKAVU,7
CANONICAL_ENTITY:ETHIOPIA,31
CANONICAL_ENTITY:GIZENGA_DISSIDENTS,13
CANONICAL_ENTITY:KIMBA,8
CANONICAL_ENTITY:SOMALI_REPUBLIC,24
EVENT_CLUSTER:18,12
EVENT_CLUSTER:19,12
EVENT_CLUSTER:20,12
EVENT_CLUSTER:21,22
EVENT_CLUSTER:26,11
EVENT_CLUSTER:27,11
EVENT_CLUSTER:28,11
EVENT_CLUSTER:29,11
EVENT_CLUSTER:30,21
EVENT_CLUSTER:31,11
CANONICAL_ENTITY:ANTIGOVERNMENT,8
CANONICAL_ENTITY:THA_THOM,37
CANONICAL_ENTITY:VANG_VIENG,19
CANONICAL_ENTITY:XIENG_KHOUANG_PROVINCE,45
EVENT_CLUSTER:208,8
CANONICAL_ENTITY:ANTI_AMERICAN_SENTIMENT,1
CANONICAL_ENTITY:CHANG_ADMINISTRATION,8
CANONICAL_ENTITY:ANTI_COMMUNIST_FEDERATION,1
CANONICAL_ENTITY:PAN_CYPRIAN_FEDERATION_OF_LABOR_PEO,6
CANONICAL_ENTITY:ANTI_COMMUNIST_TEACHERS,14
CANONICAL_ENTITY:COMMUNIST_ELEMENTS,6
CANONICAL_ENTITY:HUNZA,5
CANONICAL_ENTITY:IRAQI_MILITARY_COURTS,5
CANONICAL_ENTITY:KARAKORAM_MOUNTAIN_RANGE,5
EVENT_CLUSTER:126,17
EVENT_CLUSTER:127,18
EVENT_CLUSTER:132,14
EVENT_CLUSTER:133,14
CANONICAL_ENTITY:ANTI_WHITE_ACTIVITIES,1
CANONICAL_ENTITY:APRIL_AND_MAY_REVOLUTIONARY_PARTY,7
CANONICAL_ENTITY:COLONEL_CASTILLO_NAVARETTE,7
CANONICAL_ENTITY:COLONEL_YANEZ,7
CANONICAL_ENTITY:COUP_PLANNING,4
EVENT_CLUSTER:138,5
CANONICAL_ENTITY:BOLIVIA,32
CANONICAL_ENTITY:BRITISH_BONDHOLDERS,5
CANONICAL_ENTITY:CROWN_PRINCE_FAYSAL,5
CANONICAL_ENTITY:FAYSAL,6
CANONICAL_ENTITY:IRANIAN_GOVERNMENT,6
CANONICAL_ENTITY:IRAQI_COMMUNISTS,4
CANONICAL_ENTITY:KAKWANGA,7
CANONICAL_ENTITY:KING_SAUD,14
CANONICAL_ENTITY:MENGHISTU_NEWAY,5
CANONICAL_ENTITY:MOROCCANS,6
CANONICAL_ENTITY:NURI_SAID,2
CANONICAL_ENTITY:PAZ_ESTENSSORO,19
CANONICAL_ENTITY:SALAH_BEN_YOUSSEF,5
CANONICAL_ENTITY:SARRAJ,6
CANONICAL_ENTITY:STROM,5
CANONICAL_ENTITY:YEMEN,6
EVENT_CLUSTER:221,20
EVENT_CLUSTER:246,21
EVENT_CLUSTER:247,22
EVENT_CLUSTER:258,11
EVENT_CLUSTER:259,11
EVENT_CLUSTER:297,13
EVENT_CLUSTER:298,13
EVENT_CLUSTER:304,14
EVENT_CLUSTER:305,14
EVENT_CLUSTER:306,14
EVENT_CLUSTER:307,14
EVENT_CLUSTER:327,13
EVENT_CLUSTER:328,26
EVENT_CLUSTER:329,13
EVENT_CLUSTER:330,13
EVENT_CLUSTER:331,13
EVENT_CLUSTER:44,24
EVENT_CLUSTER:76,17
EVENT_CLUSTER:85,8
EVENT_CLUSTER:86,8
EVENT_CLUSTER:87,8
CANONICAL_ENTITY:ARBENZ,13
CANONICAL_ENTITY:GUATEMALA,11
CANONICAL_ENTITY:PERU,3
CANONICAL_ENTITY:VELASCO,10
EVENT_CLUSTER:773,12
EVENT_CLUSTER:774,12
CANONICAL_ENTITY:ARDESHIR_ZAHEDI,8
CANONICAL_ENTITY:GENERAL_ALAVI_MOQADAM,14
CANONICAL_ENTITY:GENERAL_AMIR_AZIZI,7
CANONICAL_ENTITY:GENERAL_TIMUR_BAKHTIAR,3
CANONICAL_ENTITY:HOSSEIN_QODS_NAKHAI,3
CANONICAL_ENTITY:SAVAK,2
CANONICAL_ENTITY:CONGRESS_PARTY,17
CANONICAL_ENTITY:GENERAL_CONFEDERATION_OF_LABOR,5
CANONICAL_ENTITY:GENERAL_TORANZO_MONTERO,12
CANONICAL_ENTITY:GORKHA_PARISHAD,4
CANONICAL_ENTITY:INTER_AMERICAN_CONFERENCE,5
CANONICAL_ENTITY:KING,4
CANONICAL_ENTITY:NEW_DELHI,16
CANONICAL_ENTITY:PANAMA,5
CANONICAL_ENTITY:PERONISTAS,7
CANONICAL_ENTITY:URUGUAY,5
EVENT_CLUSTER:612,16
EVENT_CLUSTER:613,16
EVENT_CLUSTER:614,16
EVENT_CLUSTER:68,10
EVENT_CLUSTER:69,10
CANONICAL_ENTITY:CYPRUS,17
CANONICAL_ENTITY:MONGOLIA,9
CANONICAL_ENTITY:REPUBLIC_OF_MALI,8
CANONICAL_ENTITY:US_EMBASSY_IN_NICOSIA,4
CANONICAL_ENTITY:ARMANDO_VELASQUEZ,8
CANONICAL_ENTITY:COLONEL_LOPEZ,8
CANONICAL_ENTITY:CONSERVATIVE_NATIONALIST_PARTY,8
CANONICAL_ENTITY:VILLEDA,25
EVENT_CLUSTER:858,5
EVENT_CLUSTER:859,5
EVENT_CLUSTER:860,5
CANONICAL_ENTITY:ARMED_FORCES,12
CANONICAL_ENTITY:COLOMBIAN_GOVERNMENT,7
CANONICAL_ENTITY:PRO_CASTRO_ELEMENTS,7
CANONICAL_ENTITY:VENEZUELAN_GOVERNMENT,15
EVENT_CLUSTER:311,8
EVENT_CLUSTER:312,8
CANONICAL_ENTITY:ARMY,1
CANONICAL_ENTITY:ARRIVAL_OF_CHINESE_DELEGATION,1
CANONICAL_ENTITY:CHINESE_DELEGATION,1
CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_FOR_INTELLIGENCE_DEPARTMENT_OF_ARMY,13
CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_INTELLIGENCE_DEPARTMENT_OF_THE_AIR_FORCE,1
CANONICAL_ENTITY:ASSISTANT_SECRETARY_OF_DEFENSE_INTERNATIONAL_SECURITY_AFFAIRS,1
CANONICAL_ENTITY:ASSISTANT_TO_SECRETARY_OF_DEFENSE_SPECIAL_OPERATIONS,1
CANONICAL_ENTITY:ATTORNEY_GENERAL,3
CANONICAL_ENTITY:CHAIRMAN,1
CANONICAL_ENTITY:CHAIRMAN_ATOMIC_ENERGY_COMMISSION,1
CANONICAL_ENTITY:CHAIRMAN_THE_JOINT_CHIEFS_OF_STAFF,1
CANONICAL_ENTITY:CHIEF_OF_NAVAL_OPERATIONS_UNITED_STATES_NAVY,1
CANONICAL_ENTITY:CHIEF_OF_STAFF_UNITED_STATES_AIR_FORCE,1
CANONICAL_ENTITY:CHIEF_OF_STAFF_UNITED_STATES_ARMY,1
CANONICAL_ENTITY:COMMANDANT_UNITED_STATES_MARINE_CORPS,1
CANONICAL_ENTITY:COMMANDER_IN_CHIEF_PACIFIC,1
CANONICAL_ENTITY:ATAMAN,8
CANONICAL_ENTITY:GURSEL,16
CANONICAL_ENTITY:OZDILEK,3
CANONICAL_ENTITY:SARPER,8
CANONICAL_ENTITY:CENTRAL_INTELLIGENCE_BULLETIN,17
CANONICAL_ENTITY:DEPARTMENT_OF_COMMERCE,2
CANONICAL_ENTITY:DIRECTOR_INTERNATIONAL_COOPERATION_ADMINISTRATION,1
