normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
NIGERIAN CHAIRMAN OF THE UN CONCILIATION COMMISSION,NIGERIAN CHAIRMAN OF THE UN CONCILIATION COMMISSION,1,1,Person,Nigerian chairman of the UN Conciliation Commission,False
NIGERIAN PLAN,NIGERIAN PLAN,1,1,PoliticalGroup,Nigerian plan,False
NIGERIAN POLICE,NIGERIAN POLICE,1,1,Military,Nigerian police,False
NIGERIAN TROOPS,NIGERIAN TROOPS,1,1,Military,Nigerian troops,False
NIGERIAN UN UNITS,NIGERIAN UN UNITS,1,1,Military,Nigerian UN units,False
NIKOLAI BURDENKO,NIKOLAI BURDENKO,1,1,Other,Nikolai Burdenko,False
NIKOLAY PODGORNY,NIKOLAY PODGORNY,1,1,Person,Nikolay Podgorny,False
NORSTAD,NORSTAD,1,1,Person,Norstad,False
NORTH CAUCASUS,NORTH CAUCASUS,1,1,Location,North Caucasus,False
NORTH VIETNAMESE,NORTH VIETNAMESE TROOPS,1,1,Military,North Vietnamese,True
NORTH VIETNAMESE IL-14,NORTH VIETNAMESE IL-14,1,1,Military,North Vietnamese IL-14,False
NURI SAID,NURI SAID,1,1,Person,Nuri Said,False
NURI SAID REGIME,NURI SAID REGIME,1,1,PoliticalGroup,Nuri Said regime,False
NYASALAND,NYASALAND,1,1,Location,Nyasaland,False
NYERERE,JULIUS NYERERE,1,1,Person,Nyerere,True
ODYLIA DENYS,ODYLIA DENYS,1,1,Person,Odylia Denys,False
OMSK,OMSK,1,1,Location,Omsk,False
ORGANIZATION OF AMERICAN STATES (OAS),ORGANIZATION OF AMERICAN STATES,1,1,Organization,Organization of American States (OAS),True
ORIENTALE PROVINCE,ORIENTALE PROVINCE,1,1,Location,Orientale Province,False
ORIENTE PROVINCE,ORIENTE PROVINCE,1,1,Location,Oriente Province,False
OSCAR OSORIO,OSORIO,1,1,Person,Oscar Osorio,True
OSVALDO LOPEZ,OSVALDO LOPEZ,1,1,Person,Osvaldo Lopez,False
OUANE,GENERAL OUANE,1,1,Person,Ouane,True
OUTER MONGOLIA,OUTER MONGOLIA,1,1,Country,Outer Mongolia,False
OZDILEK,OZDILEK,1,1,Person,Ozdilek,False
PAN-AFRICANIST CONGRESS,PAN-AFRICANIST CONGRESS,1,1,PoliticalGroup,Pan-Africanist Congress,False
PAN-CYPRIAN FEDERATION OF LABOR (PEO),PAN-CYPRIAN FEDERATION OF LABOR (PEO),1,1,Organization,pan-Cyprian Federation of Labor (PEO),False
PANAMA,PANAMA,1,1,Country,Panama,False
PARIS,PARIS,1,1,Location,Paris,False
PASO,PASO,1,1,Location,Paso,False
PATHET LAO - KONG LE FORCES,KONG LE - PATHET LAO,1,1,PoliticalGroup,Pathet Lao - Kong Le forces,True
PATRIOTIC FRONT,PATRIOTIC FRONT,1,1,PoliticalGroup,Patriotic Front,False
PAUL ELY,PAUL ELY,1,1,Person,Paul Ely,False
PAUL-HENRI SPAAK,PAUL-HENRI SPAAK,1,1,Person,Paul-Henri Spaak,False
PAZ,PRESIDENT PAZ,1,1,Person,Paz,True
PEIPING PEOPLES DAILY,PEIPING PEOPLES DAILY,1,1,Document,Peiping People's Daily,False
PEOPLES COMMITTEE AGAINST REBELS AND COMMUNISTS,PEOPLES COMMITTEE AGAINST REBELS AND COMMUNISTS,1,1,PoliticalGroup,People's Committee Against Rebels and Communists,False
PERONISTA GROUPS,PERONISTA GROUPS,1,1,PoliticalGroup,Peronista groups,False
PERU,PERU,1,1,Country,Peru,False
PETR ABRASIMOV,PETR ABRASIMOV,1,1,Person,Petr Abrasimov,False
PETROPAVLOVSK,PETROPAVLOVSK,1,1,Location,Petropavlovsk,False
PHAN HUY QUAT,PHAN HUY QUAT,1,1,Person,Phan Huy Quat,False
PHENG PONGSAVAN,PHENG PONGSAVAN,1,1,Person,Pheng Pongsavan,False
PHILIPPINE FOREIGN AFFAIRS SECRETARY SERRANO,PHILIPPINE FOREIGN AFFAIRS SECRETARY SERRANO,1,1,Person,Philippine Foreign Affairs Secretary Serrano,False
PHONG SALY,PHONG SALY PROVINCE,1,1,Location,Phong Saly,True
PHOUMI NOSAVAN,PHOUMI NOSAVAN,1,1,Person,Phoumi Nosavan,False
PHOUMI TROOPS,PHOUMI TROOPS,1,1,Military,Phoumi troops,False
PHOUMIS FORCES,PHOUMI FORCES,1,1,Military,Phoumi's forces,True
PIDE,PIDE,1,1,Organization,PIDE,False
PKI,PKI,1,1,PoliticalGroup,PKI,False
POLISH BUILDERS,POLISH BUILDERS,1,1,Other,Polish builders,False
POLISH DELEGATION,POLISH DELEGATION,1,1,PoliticalGroup,Polish delegation,False
POLISH LEADER,POLISH LEADER,1,1,Person,Polish leader,False
POLISH UN DELEGATION,POLISH UN DELEGATION,1,1,Organization,Polish UN delegation,False
PONCE ADMINISTRATION,PONCE ADMINISTRATION,1,1,PoliticalGroup,Ponce administration,False
PONDOLAND,PONDOLAND,1,1,Location,Pondoland,False
POPULAR PARTY FOR NATIONAL LIBERATION,POPULAR PARTY FOR NATIONAL LIBERATION,1,1,PoliticalGroup,Popular Party for National Liberation,False
POPULAR SOCIALIST PARTY,CUBAN COMMUNISTS POPULAR SOCIALIST PARTY,1,1,PoliticalGroup,Popular Socialist party,True
PORTUGUESE OVERSEAS MINISTRY,PORTUGUESE OVERSEAS MINISTRY,1,1,Organization,Portuguese Overseas Ministry,False
PRAGUE,PRAGUE,1,1,Location,Prague,False
PRAJA PARISHAD,PRAJA PARISHAD,1,1,PoliticalGroup,Praja Parishad,False
PREMIER EYSKENS,PREMIER EYSKENS,1,1,Person,Premier Eyskens,False
PREMIER FANFANI,FANFANI,1,1,Person,Premier Fanfani,True
PREMIER NU,U NU,1,1,Person,Premier Nu,True
PREMIER SALAZAR,SALAZAR,1,1,Person,Premier Salazar,True
PREMIER SARIT,PREMIER SARIT,1,1,Person,Premier Sarit,False
PRESIDENT ALBERTO LLERAS,PRESIDENT ALBERTO LLERAS,1,1,Person,President Alberto Lleras,False
PRESIDENT DUVALIER,PRESIDENT DUVALIER,1,1,Person,President Duvalier,False
PRESIDENT GURSEL,GURSEL,1,1,Person,President Gursel,True
PRESIDENT JORGE ALESSANDRI,PRESIDENT JORGE ALESSANDRI,1,1,Person,President Jorge Alessandri,False
PRESIDENT LEMUS,PRESIDENT LEMUS,1,1,Person,President Lemus,False
PRESIDENT NKRUMAH,NKRUMAH,1,1,Person,President Nkrumah,True
PRESIDENT PAZ,PRESIDENT PAZ,1,1,Person,President Paz,False
PRESIDENT SUKARNO,INDONESIAN PRESIDENT SUKARNO,1,1,Person,President Sukarno,True
PRESIDENT TOURE,PRESIDENT TOURE,1,1,Person,President Toure,False
PRESIDENT TSHOMBÉ,TSHOMBÉ,1,1,Person,President Tshombé,True
PRESIDENT YDIGORAS,YDIGORAS,1,1,Person,President Ydigoras,True
PRIME MINISTER BALEWA,PRIME MINISTER BALEWA,1,1,Person,Prime Minister Balewa,False
PRIME MINISTER CHANG MYON,PRIME MINISTER CHANG MYON,1,1,Person,Prime Minister Chang Myon,False
PRIME MINISTER IKEDA,PRIME MINISTER IKEDA,1,1,Person,Prime Minister Ikeda,False
PRIME MINISTER NU,PRIME MINISTER U NU,1,1,Person,Prime Minister Nu,True
PRIME MINISTER SALAZAR,PRIME MINISTER SALAZAR,1,1,Person,Prime Minister Salazar,False
PRIME MINISTER U NU,PRIME MINISTER U NU,1,1,Person,Prime Minister U Nu,False
PRIME MINISTER VERWOERD,PRIME MINISTER VERWOERD,1,1,Person,Prime Minister Verwoerd,False
PRINCE SOUVANNA PHOUMA,SOUVANNA PHOUMA,1,1,Person,Prince Souvanna Phouma,True
PYONGYANG,PYONGYANG,1,1,Location,Pyongyang,False
QASIM REGIME,QASIM REGIME,1,1,PoliticalGroup,Qasim regime,False
QUINIM,QUINIM PHOLSENA,1,1,Person,Quinim,True
RAAB,RAAB,1,1,Person,Raab,False
RADIO CARIBE,RADIO CARIBE,1,1,Organization,Radio Caribe,False
RADIO CONAKRY,RADIO CONAKRY,1,1,Organization,Radio Conakry,False
RAMFIS TRUJILLO,RAMFIS TRUJILLO,1,1,Person,Ramfis Trujillo,False
RAPACKI,RAPACKI,1,1,Person,Rapacki,False
RAWALPINDI,RAWALPINDI,1,1,Location,Rawalpindi,False
RED SEA,RED SEA,1,1,Location,Red Sea,False
REGENERATIVE PARTY OF THE WORKING PEOPLE (AKEL),REGENERATIVE PARTY OF THE WORKING PEOPLE (AKEL),1,1,PoliticalGroup,Regenerative Party of the Working People (AKEL),False
REPUBLIC OF CYPRUS,REPUBLIC OF CYPRUS,1,1,Country,Republic of Cyprus,False
REPUBLIC OF TOGO,REPUBLIC OF TOGO,1,1,Country,Republic of Togo,False
REPUBLICAN PARTY,REPUBLICAN PARTY,1,1,PoliticalGroup,Republican Party,False
REVOLUCION,REVOLUCION,1,1,Organization,Revolucion,False
REVOLUTIONARY PARTY (PR),REVOLUTIONARY PARTY (PR),1,1,PoliticalGroup,Revolutionary party (PR),False
RHEE,SYNGMAN RHEE,1,1,Person,Rhee,True
RIMAWI,RIMAWI,1,1,Person,Rimawi,False
RIO DE JANEIRO,RIO DE JANEIRO,1,1,Location,Rio de Janeiro,False
ROBERTO HOLDEN,ROBERTO HOLDEN,1,1,Person,Roberto Holden,False
ROBERTS,ROBERTS,1,1,Person,Roberts,False
ROMAN CATHOLIC TRADE UNION FEDERATION,ROMAN CATHOLIC TRADE UNION FEDERATION,1,1,Organization,Roman Catholic trade union federation,False
ROMAN CATHOLIC TRADE UNIONS (CSC),ROMAN CATHOLIC TRADE UNIONS (CSC),1,1,Organization,Roman Catholic trade unions (CSC),False
RONALD NGALA,RONALD NGALA,1,1,Person,Ronald Ngala,False
ROYAL LAOTIAN GOVERNMENT,LAOTIAN GOVERNMENT,1,1,Government,Royal Laotian Government,True
ROYAL MOROCCAN ARMY,ROYAL MOROCCAN ARMY,1,1,Military,Royal Moroccan Army,False
RSFSR BUREAU,RSFSR BUREAU,1,1,Organization,RSFSR Bureau,False
SACEUR,SACEUR,1,1,Organization,SACEUR,False
SAHBANI,SAHBANI,1,1,Person,Sahbani,False
SAIGON,SAIGON,1,1,Location,Saigon,False
SALAH BEN YOUSSEF,SALAH BEN YOUSSEF,1,1,Person,Salah Ben Youssef,False
SALAZARS NATIONAL UNION,NATIONAL UNION,1,1,PoliticalGroup,Salazar’s National Union,True
SALVADOR,SAN SALVADOR,1,1,Location,Salvador,True
SALVADORAN ARMY,SALVADORAN ARMY,1,1,Military,Salvadoran Army,False
SALVADORAN JUNTA,SALVADORAN JUNTA,1,1,Government,Salvadoran Junta,False
SAM NEUA,SAM NEUA PROVINCE,1,1,Location,Sam Neua,True
SAM NEUA PROVINCE,SAM NEUA PROVINCE,1,1,Location,Sam Neua Province,False
SAN SALVADOR,SAN SALVADOR,1,1,Location,San Salvador,False
SANDYS,SANDYS,1,1,Person,Sandys,False
SANTA FE,SANTA FE PROVINCE,1,1,Location,Santa Fe,True
SANTA FE PROVINCE,SANTA FE PROVINCE,1,1,Location,Santa Fe Province,False
SANTOS COSTA,SANTOS COSTA,1,1,Person,Santos Costa,False
SARATOV,SARATOV,1,1,Location,Saratov,False
SARAVANE PROVINCE,SARAVANE PROVINCE,1,1,Location,Saravane Province,False
SARIT,PREMIER SARIT,1,1,Person,Sarit,True
SARRAJ,SARRAJ,1,1,Person,Sarraj,False
SAUD,KING SAUD,1,1,Person,Saud,True
SAVAK,SAVAK,1,1,Organization,SAVAK,False
SAVANNAKHET,SAVANNAKHET,1,1,Location,Savannakhet,False
SEKOU TOURÉ,SEKOU TOURÉ,1,1,Person,Sekou Touré,False
SENO BASE,SENO BASE,1,1,Location,Seno base,False
SENO MILITARY BASE,SENO MILITARY BASE,1,1,Location,Seno military base,False
SEVEN-YEAR PLAN,SEVEN-YEAR PLAN,1,1,Other,Seven-Year Plan,False
SEVENTH FLEET,SEVENTH FLEET,1,1,Military,Seventh Fleet,False
SHANTUNG,SHANTUNG,1,1,Location,Shantung,False
SINO-SOVIET,SOVIET BLOC,1,1,PoliticalGroup,Sino-Soviet,True
SIR CLAUDE COREA,SIR CLAUDE COREA,1,1,Person,Sir Claude Corea,False
SIR RICHARD TURNBULL,SIR RICHARD TURNBULL,1,1,Person,Sir Richard Turnbull,False
SISOUMANG,TIAO SISOUMANG,1,1,Person,Sisoumang,True
SO-1 SUBCHASER,SO-1 SUBCHASER,1,1,Other,SO-1 subchaser,False
SOBOLEV,SOBOLEV,1,1,Person,Sobolev,False
SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,EYSKENS SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,1,1,Government,Social Christian - Liberal government,True
SOCIAL CHRISTIAN PARTY,SOCIAL CHRISTIAN PARTY,1,1,PoliticalGroup,Social Christian party,False
SOCIAL DEMOCRATIC PARTY,SOCIAL DEMOCRATIC PARTY,1,1,PoliticalGroup,Social Democratic Party,False
SOCIALIST-INSTIGATED STRIKES,SOCIALIST-INSTIGATED STRIKES,1,1,Other,Socialist-instigated strikes,False
SOFIA,SOFIA,1,1,Location,Sofia,False
SOP-SAISANA,SOP-SAISANA,1,1,Person,Sop-saisana,False
SOUTH AFRICAN LEGIONNAIRES,SOUTH AFRICAN LEGIONNAIRES,1,1,Military,South African legionnaires,False
SOUTH CHINA FLEET,SOUTH CHINA FLEET,1,1,Military,South China Fleet,False
SOUTH TIROL,SOUTH TIROL,1,1,Location,South Tirol,False
SOUVANNA PHOUMA CABINET,SOUVANNA PHOUMA CABINET,1,1,Government,Souvanna Phouma cabinet,False
SOVIET AMBASSADOR,SOVIET AMBASSADOR,1,1,Person,Soviet ambassador,False
SOVIET COMMUNIST PARTY,SOVIET COMMUNIST PARTY,1,1,PoliticalGroup,Soviet Communist Party,False
SOVIET EMBASSY IN WASHINGTON,SOVIET EMBASSY IN WASHINGTON,1,1,Organization,Soviet Embassy in Washington,False
SOVIET GOVERNMENT,SOVIET GOVERNMENT,1,1,Government,Soviet Government,False
SOVIET IL-14,SOVIET IL-14S,1,1,Military,Soviet IL-14,True
SOVIET IL-14S,SOVIET IL-14S,1,1,Military,Soviet IL-14s,False
SOVIET MI-4 HELICOPTERS,SOVIET MI-4 HELICOPTERS,1,1,Military,Soviet MI-4 helicopters,False
SOVIET PRESIDIUM,SOVIET PRESIDIUM,1,1,Organization,Soviet presidium,False
SOVIET TRANSPORTS,SOVIET TRANSPORTS,1,1,Military,Soviet transports,False
SOVIETS,SOVIETS,1,1,Government,Soviets,False
SPAAK,SPAAK,1,1,Person,Spaak,False
SPUTNIK IX,SPUTNIK IX,1,1,Document,Sputnik IX,False
SPUTNIK XI,SPUTNIK XI,1,1,Other,Sputnik XI,False
STALINGRAD,STALINGRAD,1,1,Location,Stalingrad,False
STEVENSON,AMBASSADOR STEVENSON,1,1,Person,Stevenson,True
STROM,STROM,1,1,Person,Strom,False
SUBARNA SHUMSHERE,SUBARNA SHUMSHERE,1,1,Person,Subarna Shumshere,False
SUDANESE GOVERNMENT,SUDANESE GOVERNMENT,1,1,Government,Sudanese Government,False
SUDANESE MILITARY GOVERNMENT,SUDANESE MILITARY GOVERNMENT,1,1,Government,Sudanese Military Government,False
SUDIBJO,SUDIBJO,1,1,Person,Sudibjo,False
SUPREME MILITARY COUNCIL,SUPREME MILITARY COUNCIL,1,1,Organization,Supreme Military Council,False
SUSLOV,M. A. SUSLOV,1,1,Person,Suslov,True
SWEDISH UN COMMANDER,SWEDISH UN COMMANDER,1,1,Person,Swedish UN commander,False
SWEDISH UN CONTINGENT,SWEDISH UN CONTINGENT,1,1,Military,Swedish UN contingent,False
SWEDISH UN UNIT,SWEDISH UN UNIT,1,1,Military,Swedish UN unit,False
TADZHIKISTAN,TADZHIKISTAN,1,1,Location,Tadzhikistan,False
TAICHUNG,TAICHUNG,1,1,Location,Taichung,False
TAKEO MIKI,TAKEO MIKI,1,1,Person,Takeo Miki,False
TEL AVIV BRANCH OF HEBREW UNIVERSITY,TEL AVIV BRANCH OF HEBREW UNIVERSITY,1,1,Organization,Tel Aviv branch of Hebrew University,False
TEMI SEJKO,TEMI SEJKO,1,1,Person,Temi Sejko,False
THA THOM AIRSTRIP,THA THOM,1,1,Location,Tha Thom airstrip,True
THE FEDERATION,THE FEDERATION,1,1,Organization,The Federation,False
THE TREASURY DEPARTMENT,THE TREASURY DEPARTMENT,1,1,Government,The Treasury Department,False
THEO LEFEVRE,THEO LEFEVRE,1,1,Person,Theo Lefevre,False
THEOTONIO PEREIRA,THEOTONIO PEREIRA,1,1,Person,Theotonio Pereira,False
THIRD ALL-AFRICAN PEOPLES CONFERENCE,THIRD ALL-AFRICAN PEOPLES CONFERENCE,1,1,Other,Third All-African People's Conference,False
THOMPSON,AMBASSADOR THOMPSON,1,1,Person,Thompson,True
TIAO SISOUMANG,TIAO SISOUMANG,1,1,Person,Tiao Sisoumang,False
TIMBERLAKE,AMBASSADOR TIMBERLAKE,1,1,Person,Timberlake,True
TITO,TITO,1,1,Person,Tito,False
TORANZO MONTERO,GENERAL TORANZO MONTERO,1,1,Person,Toranzo Montero,True
TRANSKEI,TRANSKEI,1,1,Location,Transkei,False
TRIMBLE,TRIMBLE,1,1,Person,Trimble,False
TRIPOLI,TRIPOLI,1,1,Location,Tripoli,False
TROTSKYITES,TROTSKYITES,1,1,PoliticalGroup,Trotskyites,False
TRUONG CHINH,TRUONG CHINH,1,1,Person,Truong Chinh,False
TRYGVE LIE,TRYGVE LIE,1,1,Person,Trygve Lie,False
TSHOMBE REGIME,TSHOMBE REGIME,1,1,Government,Tshombe regime,False
TSHOMBES REGIME,TSHOMBES REGIME,1,1,Government,Tshombe’s regime,False
TSHOMBÉS KATANGA GOVERNMENT,TSHOMBÉS GOVERNMENT,1,1,Government,Tshombé's Katanga government,True
TUN SEIN,TUN SEIN,1,1,Person,Tun Sein,False
TUNISIAN SOLDIERS,TUNISIAN SOLDIERS,1,1,Military,Tunisian soldiers,False
TURKISH GOVERNMENT,TURKISH GOVERNMENT,1,1,Government,Turkish Government,False
TYURA TAM MISSILE TEST RANGE,TYURA TAM MISSILE TEST RANGE,1,1,Location,Tyura Tam Missile Test Range,False
UAR TROOPS,UAR TROOPS,1,1,Military,UAR troops,False
UAR-SYRIA,UAR-SYRIA,1,1,PoliticalGroup,UAR-Syria,False
UGANDA,UGANDA,1,1,Country,Uganda,False
UN FORCES,UN FORCES,1,1,Organization,UN forces,False
UN SECURITY COUNCIL,UN SECURITY COUNCIL,1,1,Organization,UN Security Council,False
UNDER SECRETARY OF STATE FOR POLITICAL AFFAIRS,UNDER SECRETARY OF STATE,1,1,Person,Under Secretary of State for Political Affairs,True
UNION OF SOUTH AFRICA,SOUTH AFRICA,1,1,Country,Union of South Africa,True
UNION OF THE ANGOLAN PEOPLE,UNION OF THE ANGOLAN PEOPLE,1,1,Organization,Union of the Angolan People,False
UNION OF THE CAMEROONS POPULATIONS,UNION OF THE CAMEROONS POPULATIONS,1,1,PoliticalGroup,Union of the Cameroons Populations,False
UNION PARTY,UNION PARTY,1,1,PoliticalGroup,Union party,False
UNITED ARAB REPUBLIC,UNITED ARAB REPUBLIC,1,1,PoliticalGroup,United Arab Republic,False
UNITED NATIONAL PARTY,UNITED NATIONAL PARTY,1,1,PoliticalGroup,United National Party,False
UNITED STATES INTELLIGENCE BOARD,UNITED STATES INTELLIGENCE BOARD,1,1,Organization,United States Intelligence Board,False
UNITED STATES MARINE CORPS,UNITED STATES MARINE CORPS,1,1,Military,United States Marine Corps,False
URUGUAY,URUGUAY,1,1,Country,Uruguay,False
US ADMINISTRATION,US ADMINISTRATION,1,1,Government,US administration,False
US CONSULATE,US CONSULATE,1,1,Other,US Consulate,False
US EMBASSY IN LISBON,US EMBASSY IN LISBON,1,1,Organization,US Embassy in Lisbon,False
US EMBASSY IN NICOSIA,US EMBASSY IN NICOSIA,1,1,Organization,US Embassy in Nicosia,False
US EMBASSY IN TUNIS,US EMBASSY IN TUNIS,1,1,Organization,US Embassy in Tunis,False
US MILITARY PERSONNEL,US MILITARY PERSONNEL,1,1,Military,US military personnel,False
USIB,UNITED STATES INTELLIGENCE BOARD,1,1,Organization,USIB,True
VALONA BAY,VALONA BAY,1,1,Location,Valona Bay,False
VATICAN,VATICAN,1,1,Organization,Vatican,False
VELASCO ADMINISTRATION,VELASCO ADMINISTRATION,1,1,PoliticalGroup,Velasco administration,False
VICE PRESIDENT GOULART,VICE PRESIDENT GOULART,1,1,Person,Vice President Goulart,False
VICTOR LUNDULA,VICTOR LUNDULA,1,1,Person,Victor Lundula,False
VICTOR PAZ ESTENSSORO,PAZ ESTENSSORO,1,1,Person,Victor Paz Estenssoro,True
VIET CONG,VIET CONG,1,1,PoliticalGroup,Viet Cong,False
VIETNAM,VIETNAM,1,1,Country,Vietnam,False
VIJAYAWADA,VIJAYAWADA,1,1,Location,Vijayawada,False
VIKTOR GRISHIN,VIKTOR GRISHIN,1,1,Person,Viktor Grishin,False
VILLEDA MORALES,VILLEDA,1,1,Person,Villeda Morales,True
VLADIVOSTOK,VLADIVOSTOK,1,1,Location,Vladivostok,False
VO NGUYEN GIAP,GENERAL VO NGUYEN GIAP,1,1,Person,Vo Nguyen Giap,True
WALLOON REGIONS,WALLOON REGIONS,1,1,Location,Walloon regions,False
WALLOON SOCIALIST DEPUTIES,WALLOON SOCIALIST DEPUTIES,1,1,PoliticalGroup,Walloon Socialist deputies,False
WAR SECRETARY FRAGA,WAR SECRETARY FRAGA,1,1,Person,War Secretary Fraga,False
WATCH COMMITTEE OF THE USIB,WATCH COMMITTEE OF THE USIB,1,1,Organization,Watch Committee of the USIB,False
WEST,WEST,1,1,PoliticalGroup,West,False
WEST GERMAN FOREIGN MINISTRY,WEST GERMAN FOREIGN MINISTRY,1,1,Organization,West German Foreign Ministry,False
WESTERN EUROPE,WESTERN EUROPE,1,1,Location,Western Europe,False
WESTERN POWERS,WESTERN POWERS,1,1,PoliticalGroup,Western powers,False
WINIEWICZ,WINIEWICZ,1,1,Person,Winiewicz,False
WORLD FEDERATION OF TRADE UNIONS,WORLD FEDERATION OF TRADE UNIONS,1,1,Organization,World Federation of Trade Unions,False
WORLD HEALTH ORGANIZATION,WORLD HEALTH ORGANIZATION,1,1,Organization,World Health Organization,False
XIENG KOUANG,XIENG KHOUANG PROVINCE,1,1,Location,Xieng Kouang,True
YAVUZ,YAVUZ,1,1,Person,Yavuz,False
YUNNAN GENERAL TUAN,YUNNAN GENERAL TUAN,1,1,Person,Yunnan General Tuan,False
